state,year,quarter,price
AR,2002,1,195.16,,,,
AR,2002,2,196.04,,,,
AR,2002,3,199.23,,,,
AR,2002,4,201.69,,,,
AR,2003,1,203.22,,,,
AR,2003,2,204.53,,,,
AR,2003,3,207.01,,,,
AR,2003,4,210.1,,,,
AR,2004,1,212.76,,,,
AR,2004,2,216.28,,,,
AR,2004,3,219.88,,,,
AR,2004,4,223.7,,,,
AR,2005,1,226.88,,,,
AR,2005,2,232.11,,,,
AR,2005,3,237.26,,,,
AR,2005,4,240.45,,,,
AR,2006,1,244.05,,,,
AR,2006,2,247.36,,,,
AR,2006,3,250.07,,,,
AR,2006,4,252.23,,,,
AR,2007,1,254.57,,,,
AR,2007,2,256.08,,,,
AR,2007,3,255.72,,,,
AR,2007,4,256.94,,,,
AR,2008,1,256.7,,,,
AR,2008,2,255.9,,,,
AR,2008,3,252.9,,,,
AR,2008,4,254.21,,,,
AR,2009,1,256.38,,,,
AR,2009,2,253.22,,,,
AR,2009,3,249.13,,,,
AR,2009,4,248.05,,,,
AR,2010,1,244.74,,,,
AR,2010,2,245.5,,,,
AR,2010,3,246.36,,,,
AR,2010,4,245.25,,,,
AR,2011,1,241.33,,,,
AR,2011,2,239.64,,,,
AR,2011,3,241.75,,,,
AR,2011,4,242.95,,,,
AR,2012,1,242.44,,,,
AR,2012,2,239.98,,,,
AR,2012,3,243.3,,,,
AR,2012,4,244.82,,,,
AR,2013,1,245.66,,,,
AR,2013,2,245.94,,,,
AR,2013,3,246.64,,,,
AR,2013,4,246.25,,,,
AR,2014,1,247.63,,,,
AR,2014,2,247.69,,,,
AR,2014,3,249.68,,,,
AR,2014,4,252.62,,,,
AR,2015,1,252.71,,,,
AR,2015,2,253.48,,,,
AR,2015,3,257.27,,,,
AR,2015,4,259.19,,,,
AR,2016,1,257.68,,,,
AR,2016,2,261.54,,,,
AR,2016,3,264.3,,,,
AR,2016,4,265.81,,,,
AR,2017,1,268.79,,,,
AR,2017,2,270.19,,,,
AR,2017,3,273.33,,,,
AR,2017,4,275.38,,,,
AR,2018,1,278.2,,,,
AR,2018,2,280.61,,,,
AR,2018,3,282.9,,,,
AR,2018,4,285.23,,,,
AR,2019,1,287.34,,,,
AR,2019,2,290.99,,,,
AR,2019,3,294.23,,,,
AR,2019,4,297,,,,
AR,2020,1,298.54,,,,
AR,2020,2,301.24,,,,
AR,2020,3,305.69,,,,
AR,2020,4,313.05,,,,
AR,2021,1,318.59,,,,
AR,2021,2,334.56,,,,
AR,2021,3,352.56,,,,
AR,2021,4,368.26,,,,
CA,1975,1,41.68,,,,
CA,1975,2,42.74,,,,
CA,1975,3,44.27,,,,
CA,1975,4,45.77,,,,
CA,1976,1,47.79,,,,
CA,1976,2,50.25,,,,
CA,1976,3,53.56,,,,
CA,1976,4,55.58,,,,
CA,1977,1,58.02,,,,
CA,1977,2,63.01,,,,
CA,1977,3,67.94,,,,
CA,1977,4,70.66,,,,
CA,1978,1,73.21,,,,
CA,1978,2,76,,,,
CA,1978,3,78.62,,,,
CA,1978,4,81.8,,,,
CA,1979,1,84.85,,,,
CA,1979,2,88.62,,,,
CA,1979,3,93.1,,,,
CA,1979,4,96.4,,,,
CA,1980,1,100,,,,
CA,1980,2,102.86,,,,
CA,1980,3,106.55,,,,
CA,1980,4,108.39,,,,
CA,1981,1,110.42,,,,
CA,1981,2,112.96,,,,
CA,1981,3,116.34,,,,
CA,1981,4,117.53,,,,
CA,1982,1,104.36,,,,
CA,1982,2,107.44,,,,
CA,1982,3,104.91,,,,
CA,1982,4,115.88,,,,
CA,1983,1,116.73,,,,
CA,1983,2,117.43,,,,
CA,1983,3,117.26,,,,
CA,1983,4,117.79,,,,
CA,1984,1,119.51,,,,
CA,1984,2,120.13,,,,
CA,1984,3,121.71,,,,
CA,1984,4,122.79,,,,
CA,1985,1,124.54,,,,
CA,1985,2,126.34,,,,
CA,1985,3,129.2,,,,
CA,1985,4,130.6,,,,
CA,1986,1,132.29,,,,
CA,1986,2,134.83,,,,
CA,1986,3,137.78,,,,
CA,1986,4,141.14,,,,
CA,1987,1,144.76,,,,
CA,1987,2,148.31,,,,
CA,1987,3,152.98,,,,
CA,1987,4,157.3,,,,
CA,1988,1,163.08,,,,
CA,1988,2,169.78,,,,
CA,1988,3,177.85,,,,
CA,1988,4,187.58,,,,
CA,1989,1,196.38,,,,
CA,1989,2,206.03,,,,
CA,1989,3,217.94,,,,
CA,1989,4,224.78,,,,
CA,1990,1,227.56,,,,
CA,1990,2,228.28,,,,
CA,1990,3,230.23,,,,
CA,1990,4,228.67,,,,
CA,1991,1,228.59,,,,
CA,1991,2,227.17,,,,
CA,1991,3,227.17,,,,
CA,1991,4,228.85,,,,
CA,1992,1,227.63,,,,
CA,1992,2,225.28,,,,
CA,1992,3,224.84,,,,
CA,1992,4,222.74,,,,
CA,1993,1,219.29,,,,
CA,1993,2,217.4,,,,
CA,1993,3,215.56,,,,
CA,1993,4,214.28,,,,
CA,1994,1,212.16,,,,
CA,1994,2,207.02,,,,
CA,1994,3,203.96,,,,
CA,1994,4,201.08,,,,
CA,1995,1,199.75,,,,
CA,1995,2,201.65,,,,
CA,1995,3,203.98,,,,
CA,1995,4,203.66,,,,
CA,1996,1,203.63,,,,
CA,1996,2,201.04,,,,
CA,1996,3,200.67,,,,
CA,1996,4,201.72,,,,
CA,1997,1,202.66,,,,
CA,1997,2,204.7,,,,
CA,1997,3,208.75,,,,
CA,1997,4,212.4,,,,
CA,1998,1,217.04,,,,
CA,1998,2,221.78,,,,
CA,1998,3,227.64,,,,
CA,1998,4,232.04,,,,
CA,1999,1,235.53,,,,
CA,1999,2,239.54,,,,
CA,1999,3,245.05,,,,
CA,1999,4,250.25,,,,
CA,2000,1,261.13,,,,
CA,2000,2,268.15,,,,
CA,2000,3,277.15,,,,
CA,2000,4,285.72,,,,
CA,2001,1,296.76,,,,
CA,2001,2,305.84,,,,
CA,2001,3,312.27,,,,
CA,2001,4,316.66,,,,
CA,2002,1,325.12,,,,
CA,2002,2,336.16,,,,
CA,2002,3,348.81,,,,
CA,2002,4,359.01,,,,
CA,2003,1,367.3,,,,
